codigo_interno,codigo_fornecedor,categoria,marca,descricao,genero,preco_custo,preco_venda,qtd_variantes,estoque_total
CS093,128,CAMISETA,RED MAN,ESCRITA BASICA,MASCULINO,69.9,153.78,1,1
CS094,128,CAMISETA,RED MAN,ESCRITA BASICA,MASCULINO,69.9,153.78,1,1
CS095,128,CAMISETA,RED MAN,ESCRITA BASICA,MASCULINO,69.9,153.78,1,1
CS096,128,CAMISETA,RED MAN,ESCRITA BASICA,MASCULINO,69.9,153.78,1,1
CS097,128,CAMISETA,RED MAN,ESCRITA BASICA,MASCULINO,69.9,153.78,1,1
CS098,128,CAMISETA,RED MAN,ESCRITA BASICA,MASCULINO,69.9,153.78,1,1
CS099,1057,CAMISETA,RED MAN,BORDADA,MASCULINO,79.9,175.8,1,1
CS100,129,CAMISETA,RED MAN,LISA,FEMININO,59.9,131.8,1,1
CS101,129,CAMISETA,RED MAN,LISA,MASCULINO,59.9,131.8,1,1
CS102,129,CAMISETA,RED MAN,LISA,MASCULINO,59.9,131.8,1,1
CS103,129,CAMISETA,RED MAN,LISA,MASCULINO,59.9,131.8,1,1
CS104,129,CAMISETA,RED MAN,LISA,MASCULINO,59.9,131.8,1,1
CS105,129,CAMISETA,RED MAN,LISA,MASCULINO,59.9,131.8,1,1
CS106,129,CAMISETA,RED MAN,LISA,MASCULINO,59.9,131.8,1,1
CS107,129,CAMISETA,RED MAN,LISA,MASCULINO,59.9,131.8,1,1
CS108,129,CAMISETA,RED MAN,LISA,MASCULINO,59.9,131.8,1,1
CS109,129,CAMISETA,RED MAN,LISA,MASCULINO,59.9,131.8,1,1
COL003,,COLETE,TOMAHAWK,PUFFER,UNISSEX,99.99,249.7,1,1
CS110,4251,CAMISETA,AUSTIN,LISA,MASCULINO,64.9,162.61,1,1
TSH014,1312,TSHIRT,RED MAN,LISA,FEMININO,69.9,154.0,1,1
TSH015,1312,TSHIRT,RED MAN,LISA,FEMININO,69.9,154.0,1,1
SHORT007,997,SHORT,RED MAN,ESTAMPADO,MASCULINO,65.0,143.0,1,1
SHORT008,997,SHORT,RED MAN,ESTAMPADO,MASCULINO,65.0,143.0,1,1
SHORT009,997,SHORT,RED MAN,ESTAMPADO,MASCULINO,65.0,143.0,1,1
SHORT010,658,SHORT,RED MAN,LISO,MASCULINO,65.0,143.0,1,1
SHORT011,658,SHORT,RED MAN,LISO,MASCULINO,65.0,143.0,1,1
CAL075,,CALCA,TEXAS FARM,JEANS,MASCULINO,100.0,250.0,1,1
CAL076,,CALCA,R20 JEANS,JEANS,FEMININO,100.0,250.0,1,1
CAL077,,CALCA,KING FARM,JEANS,MASCULINO,100.0,250.0,1,1
CAL078,13MWZRG36,CALCA,WRANGLER,JEANS,MASCULINO,175.0,385.0,1,1
CAL79,,CALCA,R20 JEANS,JEANS,FEMININO,100.0,250.0,1,1
CAL80,,CALCA,KA ZOON,JEANS,MASCULINO,90.0,200.0,1,1
CAL81,,CALCA,TEXAS FARM,JEANS,FEMININO,131.0,268.18,1,1
CAL82,13M68BM36UN334,CALCA,WRANGLER,JEANS,MASCULINO,149.9,318.78,1,2
CAL83,13M68BM36UN3158,CALCA,WRANGLER,JEANS,MASCULINO,159.9,351.78,1,1
CAL084,5965183,CALCA,WRANGLER,JEANS,MASCULINO,159.9,351.78,1,1
CAL85,13M68BM36UN3156,CALCA,WRANGLER,JEANS,MASCULINO,159.9,351.78,1,1
CAL86,13M68BM36UN336,CALCA,WRANGLER,JEANS,MASCULINO,159.9,351.78,1,1
CAL87,6361513803156,CALCA,WRANGLER,JEANS,MASCULINO,149.9,318.78,1,1
CAL88,587334,CALCA,WRANGLER,JEANS,MASCULINO,149.9,318.78,1,1
CAL89,4033156,CALCA,WRANGLER,JEANS,FEMININO,154.9,340.8,1,1
CAL90,403334,CALCA,WRANGLER,JEANS,FEMININO,154.9,340.8,1,1
CAL91,4033155,CALCA,WRANGLER,JEANS,FEMININO,154.9,340.8,1,1
CAL92,4033158,CALCA,WRANGLER,JEANS,FEMININO,154.9,340.8,1,1
CAL93,4033154,CALCA,WRANGLER,JEANS,FEMININO,154.9,340.8,1,1
CAL94,4053158,CALCA,WRANGLER,JEANS,FEMININO,159.9,351.78,1,1
CAL95,636151169334,CALCA,WRANGLER,JEANS,FEMININO,164.9,362.8,1,1
BOL010,420023100,BOLSA,GOYAZES,BOLSA FRANJA,FEMININO,488.25,976.0,1,1
BOL11,,BOLSA,FAZENDA DECOR,NECESSAIRE,FEMININO,150.0,330.0,1,2
CM085,CMLFO-CL,CAMISA,CLASSIC,XADREZ,MASCULINO,99.0,247.5,1,1
